SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017
40,3,6,21,Kentucky,4339367,4339340,4347948,4368505,4383673,4399121,4410415,4422057,4436113,4454189,8608,20557,15168,15448,11294,11642,14056,18076,13696,55318,55291,56047,55757,55946,55619,54895,10542,42423,42786,44424,43684,46370,45347,44749,3154,12895,12505,11623,12073,9576,10272,10146,1193,4280,6136,5889,6653,7493,7286,7014,4092,3497,-3361,-2008,-7136,-5252,-3449,1024,5285,7777,2775,3881,-483,2241,3837,8038,169,-115,-112,-56,-296,-175,-53,-108,12.69277767,12.63479788,12.76290893,12.65832843,12.66825414,12.55767275,12.34941175,9.734005335,9.777223452,10.116143,9.917434925,10.49989176,10.23845783,10.06692461,2.958772336,2.857574423,2.646765938,2.740893505,2.168362379,2.319214917,2.282487142,0.982050841,1.402165267,1.341031112,1.510408721,1.696693746,1.645035036,1.577899154,0.802390605,-0.768037396,-0.457257679,-1.620062623,-1.189248038,-0.778716146,0.230363378,1.784441447,0.634127871,0.883773433,-0.109653902,0.507445707,0.86631889,1.808262532
40,3,7,22,Louisiana,4533372,4533478,4544871,4574388,4602681,4626795,4648797,4671211,4686157,4684333,11393,29517,28293,24114,22002,22414,14946,-1824,14574,62300,62273,62528,64205,64394,64229,63066,9179,40755,40741,43787,43575,43963,44274,45049,5395,21545,21532,18741,20630,20431,19955,18017,1558,5702,6811,6531,7046,7992,7950,7696,4078,1887,-216,-1406,-5645,-5955,-12929,-27515,5636,7589,6595,5125,1401,2037,-4979,-19819,362,383,166,248,-29,-54,-30,-22,13.66339085,13.5714355,13.54963164,13.84386032,13.81844307,13.72800557,13.46055543,8.938226231,8.878869713,9.488512674,9.395626716,9.434112074,9.46291735,9.615078827,4.725164621,4.692565785,4.061118963,4.448233601,4.384331001,4.265088217,3.845476597,1.250540203,1.484351921,1.415248276,1.519256129,1.715019987,1.699195757,1.642603535,0.413849415,-0.047073853,-0.304676018,-1.217172985,-1.277895899,-2.763383892,-5.872691823,1.664389618,1.437278068,1.110572258,0.302083145,0.437124088,-1.064188135,-4.230088288
40,1,1,23,Maine,1328361,1328362,1327568,1327968,1328101,1327975,1328903,1327787,1330232,1335907,-794,400,133,-126,928,-1116,2445,5675,3440,12625,12802,12871,12700,12652,12556,12504,3099,13031,12751,13403,13354,14177,14069,13739,341,-406,51,-532,-654,-1525,-1513,-1235,243,1010,1071,1349,1422,1556,1586,1578,-1317,-100,-834,-828,307,-1038,2402,5376,-1074,910,237,521,1729,518,3988,6954,-61,-104,-155,-115,-147,-109,-30,-44,9.508438221,9.639809809,9.691740748,9.56009271,9.524634037,9.447637508,9.379856039,9.814214532,9.601407192,10.0923317,10.05239985,10.67267916,10.58607933,10.30628936,-0.30577631,0.038402617,-0.400590947,-0.492307136,-1.148045124,-1.138441825,-0.926433318,0.760675058,0.806454953,1.015784187,1.070429278,1.171382435,1.19336995,1.183734231,-0.075314362,-0.627995734,-0.623476135,0.231098304,-0.781423501,1.807361046,4.03279799,0.685360696,0.178459219,0.392308051,1.301527582,0.389958934,3.000730996,5.216532221
40,3,5,24,Maryland,5773552,5773807,5788099,5843115,5891680,5932654,5970245,6000561,6024752,6052177,14292,55016,48565,40974,37591,30316,24191,27425,18454,73542,72720,72362,72756,74160,73099,72422,10627,43668,43462,45736,44743,47153,48888,49928,7827,29874,29258,26626,28013,27007,24211,22494,6049,25489,26203,25661,26565,29426,29577,29031,838,126,-6320,-10842,-16550,-25778,-29582,-23984,6887,25615,19883,14819,10015,3648,-5,5047,-422,-473,-576,-471,-437,-339,-15,-116,12.64562753,12.39391059,12.23950541,12.22492101,12.39014315,12.15752139,11.99344635,7.508760479,7.40737269,7.735911384,7.518000447,7.877999192,8.130848652,8.268327155,5.136867055,4.986537899,4.503594029,4.706920558,4.512143961,4.026672736,3.725119192,4.382861497,4.465864125,4.340371306,4.463618485,4.916293857,4.919123519,4.807679171,0.021665838,-1.077138544,-1.833845357,-2.780835156,-4.306811087,-4.919955098,-3.971870663,4.404527335,3.388725581,2.506525949,1.682783329,0.60948277,-0.000831579,0.835808507
40,1,1,25,Massachusetts,6547629,6547808,6564943,6612178,6659627,6711138,6757925,6794002,6823721,6859819,17135,47235,47449,51511,46787,36077,29719,36098,18646,73183,72220,72154,71948,71924,71218,71168,12288,54015,52422,54801,54734,57473,56892,57119,6358,19168,19798,17353,17214,14451,14326,14049,7501,34581,35894,37772,41343,44358,45519,45298,3535,-5826,-7583,-2932,-10777,-22158,-30118,-23089,11036,28755,28311,34840,30566,22200,15401,22209,-259,-688,-660,-682,-993,-574,-8,-160,11.10758564,10.88322199,10.79280056,10.68344546,10.61457902,10.45960474,10.40198662,8.198300676,7.899754404,8.197137561,8.127365653,8.481893387,8.355581913,8.348570618,2.909284964,2.983467584,2.595663001,2.556079811,2.132685632,2.104022824,2.053416002,5.248642704,5.409060787,5.649938504,6.138957105,6.546375287,6.685258615,6.620801342,-0.884259923,-1.142723239,-0.438568773,-1.600259795,-3.270088453,-4.423353302,-3.374711515,4.364382781,4.266337548,5.211369731,4.53869731,3.276286834,2.261905313,3.246089828
40,2,3,26,Michigan,9883640,9884129,9876731,9876199,9886610,9899219,9914675,9918170,9933445,9962311,-7398,-532,10411,12609,15456,3495,15275,28866,29110,113978,113078,113007,114522,113790,112806,112143,22100,89845,89053,92310,91830,96363,94038,93495,7010,24133,24025,20697,22692,17427,18768,18648,3825,17380,18942,19568,21480,23011,23371,23179,-18720,-42271,-32343,-27831,-28208,-36452,-26779,-12698,-14895,-24891,-13401,-8263,-6728,-13441,-3408,10481,487,226,-213,175,-508,-491,-85,-263,11.54036389,11.44351494,11.42302402,11.5597671,11.47490438,11.36491918,11.27305743,9.096878286,9.012180404,9.33092063,9.269253182,9.717516574,9.474090647,9.398486793,2.443485599,2.431334534,2.092103394,2.290513919,1.757387808,1.89082853,1.874570637,1.759738935,1.916933974,1.977981312,2.168175524,2.32049411,2.354569137,2.330044659,-4.279972642,-3.273117703,-2.813225567,-2.847294934,-3.675922441,-2.697916517,-1.276453129,-2.520233707,-1.356183729,-0.835244255,-0.67911941,-1.355428331,-0.34334738,1.05359153
40,2,4,27,Minnesota,5303925,5303924,5310711,5345967,5377695,5416074,5452649,5483238,5525050,5576606,6787,35256,31728,38379,36575,30589,41812,51556,17497,68367,68045,68968,69894,69708,69623,69233,9338,39984,39315,41322,40826,42949,41920,41854,8159,28383,28730,27646,29068,26759,27703,27379,2834,12345,12039,12499,14790,16204,16549,16460,-4063,-5269,-8787,-1396,-6695,-11889,-2360,7941,-1229,7076,3252,11103,8095,4315,14189,24401,-143,-203,-254,-370,-588,-485,-80,-224,12.83082777,12.69062751,12.77922476,12.86149256,12.74848579,12.64919668,12.47255364,7.504027052,7.332383285,7.656639678,7.512566104,7.854689793,7.616079812,7.540136354,5.326800716,5.358244227,5.122585077,5.348926456,4.893795995,5.033116866,4.93241729,2.316857092,2.24531508,2.315965813,2.721570878,2.963454176,3.006643722,2.965323372,-0.988863509,-1.638805848,-0.258667755,-1.231975458,-2.174309226,-0.428767852,1.430597381,1.327993583,0.606509232,2.057298058,1.48959542,0.78914495,2.57787587,4.395920753
40,3,6,28,Mississippi,2967297,2968103,2970437,2977452,2982963,2987721,2988578,2985297,2985415,2984100,2334,7015,5511,4758,857,-3281,118,-1315,9418,39746,39430,38505,38715,38578,37951,37373,6647,29130,29019,30636,30582,31502,30811,30875,2771,10616,10411,7869,8133,7076,7140,6498,476,1261,2250,1652,2014,2486,2286,2087,-1041,-5092,-7361,-4825,-9306,-12867,-9290,-9885,-565,-3831,-5111,-3173,-7292,-10381,-7004,-7798,128,230,211,62,16,24,-18,-15,13.36474168,13.23062236,12.89801972,12.95617907,12.91556988,12.71238673,12.52128523,9.795071831,9.737241451,10.26214082,10.2344277,10.54658827,10.32071217,10.34422394,3.569669844,3.493380914,2.635878904,2.721751372,2.368981607,2.391674561,2.177061286,0.424015983,0.754980987,0.553370435,0.673995729,0.832290599,0.765737822,0.699219283,-1.712204111,-2.469962243,-1.616230234,-3.114302012,-4.307756691,-3.111856676,-3.31182684,-1.288188129,-1.714981255,-1.0628598,-2.440306283,-3.475466092,-2.346118855,-2.612607557
40,2,4,29,Missouri,5988927,5988925,5995681,6010280,6023267,6041142,6058014,6072640,6091176,6113532,6756,14599,12987,17875,16872,14626,18536,22356,19016,76247,75431,75169,75776,75142,74449,73790,13178,55981,55635,57582,57137,60055,58586,58382,5838,20266,19796,17587,18639,15087,15863,15408,1634,6611,7858,6892,7486,8390,8262,8076,-538,-12093,-14455,-6343,-8876,-8450,-5570,-1050,1096,-5482,-6597,549,-1390,-60,2692,7026,-178,-185,-212,-261,-377,-401,-19,-78,12.70152385,12.5367857,12.46128178,12.52583238,12.3887797,12.24105988,12.09205497,9.325534208,9.246650219,9.545763908,9.444791025,9.901362284,9.632832328,9.567127702,3.375989644,3.290135485,2.915517868,3.081041355,2.487417414,2.60822755,2.524927266,1.101286269,1.306015591,1.14253421,1.237441686,1.383272493,1.358455274,1.323423715,-2.014499297,-2.402450416,-1.051522706,-1.467209779,-1.393164787,-0.915831019,-0.172064747,-0.913213028,-1.096434825,0.091011503,-0.229768093,-0.009892294,0.442624255,1.151358967
40,4,8,30,Montana,989415,989414,990507,996866,1003522,1011921,1019931,1028317,1038656,1050493,1093,6359,6656,8399,8010,8386,10339,11837,3067,12005,12035,12205,12384,12578,12579,12509,2392,9126,8954,9443,9385,9683,9641,9665,675,2879,3081,2762,2999,2895,2938,2844,133,310,436,247,319,401,361,296,302,3162,3104,5349,4641,5039,7041,8666,435,3472,3540,5596,4960,5440,7402,8962,-17,8,35,41,51,51,-1,31,12.08127513,12.03266566,12.1114812,12.18986422,12.28171589,12.17142169,11.97521096,9.183983077,8.952263261,9.370644568,9.237877562,9.454909757,9.328617258,9.252571262,2.897292053,3.080402402,2.74083663,2.95198666,2.826806129,2.84280443,2.722639697,0.31196962,0.435915432,0.245107403,0.313999248,0.391554148,0.349303063,0.28336897,3.182090126,3.103397941,5.308014169,4.568246112,4.92030262,6.812861126,8.296200989,3.494059746,3.539313373,5.553121572,4.88224536,5.311856767,7.162164189,8.579569959
40,2,4,31,Nebraska,1826341,1826327,1829956,1841641,1854862,1867414,1880920,1893564,1907603,1920076,3629,11685,13221,12552,13506,12644,14039,12473,6514,25727,25763,26021,26468,26859,26442,26449,3655,15620,15217,16174,15707,16575,15506,15289,2859,10107,10546,9847,10761,10284,10936,11160,698,2842,3634,3647,4436,4971,4966,4853,146,-1225,-883,-872,-1631,-2494,-1837,-3493,844,1617,2751,2775,2805,2477,3129,1360,-74,-39,-76,-70,-60,-117,-26,-47,14.01406527,13.9391203,13.98123084,14.12254084,14.23187911,13.91256948,13.81986316,8.508559082,8.23318688,8.690381906,8.380789972,8.782657444,8.158547099,7.988653176,5.505506187,5.705933419,5.290848932,5.741750869,5.449221668,5.754022383,5.831209984,1.548100186,1.966182633,1.959553778,2.36691821,2.634002423,2.612881781,2.535740327,-0.667284563,-0.477748835,-0.468530544,-0.870253291,-1.321505138,-0.966545274,-1.825126924,0.880815623,1.488433798,1.491023234,1.496664918,1.312497284,1.646336507,0.710613403
40,4,8,32,Nevada,2700551,2700691,2702797,2718170,2752410,2786547,2831730,2883057,2939254,2998039,2106,15373,34240,34137,45183,51327,56197,58785,8892,35847,34702,35089,35226,36231,36537,36657,4944,20192,20406,21256,21263,22466,23949,24237,3948,15655,14296,13833,13963,13765,12588,12420,1310,6185,6102,6256,6926,8096,8160,7957,-3059,-6229,13675,14025,23938,29150,35404,38227,-1749,-44,19777,20281,30864,37246,43564,46184,-93,-238,167,23,356,316,45,181,13.22531571,12.68677179,12.66989435,12.53978755,12.67973767,12.55068649,12.34805155,7.449593403,7.460269295,7.675091177,7.569224515,7.86241027,8.226630285,8.16432674,5.775722302,5.226502492,4.994803173,4.970563039,4.8173274,4.324056204,4.183724805,2.281880705,2.230842068,2.258909033,2.465524573,2.833351444,2.803010695,2.680346077,-2.298113971,4.999469892,5.064130305,8.521473754,10.20160506,12.16149395,12.87691209,-0.016233266,7.23031196,7.323039338,10.98699833,13.03495651,14.96450464,15.55725817
40,1,1,33,New Hampshire,1316470,1316460,1316700,1318345,1320923,1322622,1328684,1330134,1335015,1342795,240,1645,2578,1699,6062,1450,4881,7780,3265,12994,12372,12595,12222,12380,12455,12459,2517,10737,10507,10872,11097,11919,11609,11559,748,2257,1865,1723,1125,461,846,900,379,1523,1666,1792,2080,2263,2271,2236,-812,-2054,-831,-1711,2949,-1130,1777,4687,-433,-531,835,81,5029,1133,4048,6923,-75,-81,-122,-105,-92,-144,-13,-43,9.862450167,9.375326795,9.52887127,9.219607243,9.312408747,9.346569366,9.305365205,8.149386443,7.962056146,8.225318654,8.370968874,8.965638114,8.711708051,8.633174124,1.713063724,1.413270649,1.303552616,0.848638369,0.346770633,0.634861315,0.672191082,1.155957488,1.262471261,1.355755245,1.569038051,1.702260177,1.704219914,1.670021398,-1.558986659,-0.629720059,-1.294473898,2.224564045,-0.850001768,1.333508933,3.500621777,-0.40302917,0.632751202,0.061281348,3.793602097,0.85225841,3.037728847,5.170643175
40,1,2,34,New Jersey,8791894,8791953,8803708,8844694,8882095,8913735,8943010,8960001,8978416,9005644,11755,40986,37401,31640,29275,16991,18415,27228,26544,106675,104517,103462,103319,103122,102397,101625,17089,71061,69047,72467,70480,72483,73194,74111,9455,35614,35470,30995,32839,30639,29203,27514,11318,48154,47916,48052,51314,55973,57282,56942,-8788,-42855,-45861,-47379,-55019,-69847,-68137,-57274,2530,5299,2055,673,-3705,-13874,-10855,-332,-230,73,-124,-28,141,226,67,46,12.08891321,11.79198331,11.62766783,11.57198582,11.52007336,11.41650347,11.30167493,8.052967062,7.790130519,8.144267505,7.893935877,8.097297153,8.160586299,8.241854175,4.035946144,4.001852789,3.483400325,3.678049947,3.422776202,3.255917175,3.059820752,5.45703798,5.406055208,5.400366266,5.74729605,6.252914663,6.386516714,6.332496667,-4.856530353,-5.174202728,-5.324730569,-6.162265295,-7.802821548,-7.596768433,-6.369418251,0.600507627,0.23185248,0.075635697,-0.414969246,-1.549906884,-1.210251718,-0.036921585
40,4,8,35,New Mexico,2059179,2059207,2064607,2077744,2083590,2085161,2083207,2082264,2085432,2088070,5400,13137,5846,1571,-1954,-943,3168,2638,6645,27800,27047,26731,26368,26051,25335,25209,3808,16383,16458,16797,17133,17651,18025,17861,2837,11417,10589,9934,9235,8400,7310,7348,425,1511,2483,2048,2429,3072,2971,2771,2050,254,-7141,-10463,-13680,-12406,-7080,-7437,2475,1765,-4658,-8415,-11251,-9334,-4109,-4666,88,-45,-85,52,62,-9,-33,-44,13.42232949,12.99919689,12.82446469,12.65147415,12.50806932,12.15779654,12.08050218,7.910000867,7.909963488,8.058528802,8.220483412,8.474911961,8.649863138,8.55923874,5.512328627,5.089233405,4.765935888,4.430990738,4.033157355,3.5079334,3.521263438,0.729537405,1.193367319,0.98254849,1.165444126,1.474983261,1.425727788,1.327901604,0.122635672,-3.432072504,-5.019728931,-6.563719902,-5.956589303,-3.397560667,-3.563913471,0.852173078,-2.238705184,-4.037180441,-5.398275776,-4.481606042,-1.971832878,-2.236011867
40,1,2,36,New York,19378102,19378110,19405185,19526372,19625409,19712514,19773580,19819347,19836286,19849399,27075,121187,99037,87105,61066,45767,16939,13113,61419,243111,239922,239872,237032,239354,234754,232766,35116,149748,146899,152560,148769,153835,156143,159676,26303,93363,93023,87312,88263,85519,78611,73090,23984,110909,112960,113188,118272,128633,131213,130411,-22328,-82689,-106645,-112882,-145416,-168627,-192976,-190508,1656,28220,6315,306,-27144,-39994,-61763,-60097,-884,-396,-301,-513,-53,242,91,120,12.48914859,12.25599418,12.19545831,12.00584692,12.0907454,11.83962944,11.73047662,7.692885235,7.504077528,7.756383071,7.535260388,7.770832402,7.874946795,8.047032576,4.79626335,4.75191665,4.43907524,4.470586531,4.319912999,3.964682647,3.683444043,5.697640092,5.770363295,5.754650544,5.990564678,6.497776737,6.617622268,6.572193475,-4.247916414,-5.447772606,-5.739093038,-7.365428447,-8.518036567,-9.732589567,-9.600842218,1.449723678,0.322590689,0.015557507,-1.374863768,-2.020259831,-3.114967299,-3.028648743
40,3,5,37,North Carolina,9535483,9535721,9574247,9662940,9755299,9849812,9941160,10041769,10156689,10273419,38526,88693,92359,94513,91348,100609,114920,116730,29915,121036,119573,119380,120193,120833,120998,120525,18670,79942,79507,84315,83489,88441,89611,90129,11245,41094,40066,35065,36704,32392,31387,30396,4633,16028,21966,19089,19567,23327,21856,20162,20545,30919,29716,39786,34452,44504,61658,66051,25178,46947,51682,58875,54019,67831,83514,86213,2103,652,611,573,625,386,19,121,12.58354457,12.3155349,12.17845693,12.14624527,12.09362251,11.98091458,11.79876289,8.311194355,8.188899107,8.601328501,8.437079291,8.85165533,8.873053577,8.823154533,4.272350214,4.126635788,3.577128434,3.709165977,3.241967181,3.107861006,2.975608352,1.666355897,2.262409068,1.947349342,1.977366246,2.334692777,2.164125598,1.973753639,3.214503243,3.060627691,4.05873754,3.481587463,4.454201884,6.105218527,6.466045113,4.88085914,5.323036759,6.006086882,5.458953709,6.788894661,8.269344125,8.439798752
40,2,4,38,North Dakota,672591,672585,674518,684830,701380,722908,738658,754859,755548,755393,1933,10312,16550,21528,15750,16201,689,-155,2338,9211,9873,10250,10980,11404,11282,11064,1494,6053,5935,6226,6205,6339,5918,6086,844,3158,3938,4024,4775,5065,5364,4978,237,781,1451,1201,1497,1683,1614,1489,802,6144,10843,15878,9194,9271,-6301,-6653,1039,6925,12294,17079,10691,10954,-4687,-5164,50,229,318,425,284,182,12,31,13.55208526,14.24459498,14.39315644,15.02498006,15.27133605,14.93901975,14.64517807,8.905740105,8.562916153,8.742613853,8.490892645,8.48868811,7.836298428,8.055906882,4.64634516,5.681678822,5.650542587,6.53408741,6.782647938,7.10272132,6.589271189,1.149080294,2.0934779,1.686456672,2.048487718,2.253740667,2.137172299,1.970957172,9.039627822,15.64409433,22.29605248,12.58102611,12.41499092,-8.343446502,-8.806432548,10.18870812,17.73757223,23.98250916,14.62951382,14.66873159,-6.206274203,-6.835475376
40,2,3,39,Ohio,11536504,11536730,11539282,11543332,11546969,11567845,11593741,11606027,11622554,11658609,2552,4050,3637,20876,25896,12286,16527,36055,34809,137928,137680,139090,139558,139546,138074,137396,26563,110661,111408,114529,111900,118279,115889,114938,8246,27267,26272,24561,27658,21267,22185,22458,3412,14751,16027,16870,20395,22020,22367,22131,-8732,-37896,-38359,-19962,-21253,-30317,-27891,-8205,-5320,-23145,-22332,-3092,-858,-8297,-5524,13926,-374,-72,-303,-593,-904,-684,-134,-329,11.95081285,11.92535342,12.0347064,12.05081552,12.02994789,11.88828538,11.80319042,9.588255472,9.649765934,9.909575738,9.662550742,10.19656748,9.97813857,9.873905354,2.362557378,2.275587486,2.125130663,2.388264776,1.833380403,1.910146814,1.929285062,1.278104811,1.388201912,1.459669976,1.761105651,1.898294845,1.925817165,1.901193682,-3.283510264,-3.322520568,-1.727204035,-1.835193842,-2.613560618,-2.401438125,-0.704861694,-2.005405454,-1.934318656,-0.267534058,-0.074088191,-0.715265773,-0.47562096,1.196331987
40,3,7,40,Oklahoma,3751351,3751598,3759529,3785232,3815298,3849840,3875008,3904353,3921207,3930864,7931,25703,30066,34542,25168,29345,16854,9657,13148,52554,52346,53345,53078,53527,52735,52280,8176,37662,36955,38627,38629,39737,39431,39416,4972,14892,15391,14718,14449,13790,13304,12864,1102,4297,6159,5848,6523,7640,7581,7322,1526,6546,8426,13793,4327,7975,-3998,-10470,2628,10843,14585,19641,10850,15615,3583,-3148,331,-32,90,183,-131,-60,-33,-59,13.9312564,13.77430258,13.91886226,13.74214742,13.76128451,13.47762972,13.31623211,9.983616446,9.724321857,10.07861828,10.00123239,10.21600617,10.07748966,10.03964432,3.947639958,4.049980725,3.840243972,3.740915032,3.545278333,3.400140054,3.276587795,1.139068554,1.620676453,1.525869463,1.688835819,1.964171607,1.937497125,1.864985683,1.735243833,2.2172138,3.598891501,1.120280943,2.050296933,-1.021779911,-2.666812361,2.874312387,3.837890252,5.124760963,2.809116762,4.014468541,0.915717214,-0.801826677
40,4,9,41,Oregon,3831074,3831072,3837073,3865845,3893920,3919664,3960673,4016537,4085989,4142776,6001,28772,28075,25744,41009,55864,69452,56787,11880,45394,44913,44990,45473,45681,46012,46551,7803,32517,32942,33422,33819,35359,35591,35527,4077,12877,11971,11568,11654,10322,10421,11024,1163,5043,5015,5202,6713,7717,7748,7712,979,10882,11158,9042,22499,37479,51238,37975,2142,15925,16173,14244,29212,45196,58986,45687,-218,-30,-69,-68,143,346,45,76,11.78618285,11.57586602,11.51584215,11.540877,11.45287638,11.35744581,11.31421301,8.442774543,8.490463307,8.554844998,8.583135467,8.865004181,8.785161566,8.634831594,3.343408303,3.085402715,2.960997156,2.957741528,2.587872201,2.572284248,2.679381414,1.309373928,1.292564917,1.331527248,1.703734244,1.934761652,1.912490006,1.874400351,2.825422781,2.875860287,2.314430868,5.710161888,9.396518332,12.64741391,9.229817597,4.13479671,4.168425204,3.645958116,7.413896132,11.33127998,14.55990391,11.10421795
40,1,2,42,Pennsylvania,12702379,12702857,12711063,12742811,12768034,12778450,12790341,12791124,12787085,12805537,8206,31748,25223,10416,11891,783,-4039,18452,36114,142966,142112,141828,142213,141908,139732,138818,30123,127770,125499,130744,126592,132675,131083,131458,5991,15196,16613,11084,15621,9233,8649,7360,5326,26076,28359,29964,33953,36233,37570,37389,-1704,-8305,-18480,-29853,-36411,-43782,-50098,-25793,3622,17771,9879,111,-2458,-7549,-12528,11596,-1407,-1219,-1269,-779,-1272,-901,-160,-504,11.23333918,11.14130089,11.10352407,11.12395185,11.09459525,10.92586271,10.84828276,10.03933625,9.838874408,10.23577256,9.902071631,10.37274449,10.24958393,10.27311699,1.194002925,1.302426478,0.867751507,1.221880221,0.721850762,0.676278781,0.575165765,2.048882618,2.223289742,2.345841408,2.655815834,2.832754105,2.937656816,2.921857714,-0.652552928,-1.4487956,-2.337151367,-2.848081476,-3.422947044,-3.917240648,-2.015659044,1.39632969,0.774494142,0.008690041,-0.192265641,-0.590192939,-0.979583832,0.906198669
40,1,1,44,Rhode Island,1052567,1052945,1053169,1052154,1052761,1052784,1054782,1055916,1057566,1059639,224,-1015,607,23,1998,1134,1650,2073,2873,11003,11009,10869,10725,10876,11043,10915,2337,9764,9321,9639,9706,10085,9947,9760,536,1239,1688,1230,1019,791,1096,1155,913,4014,3992,3953,4403,4841,4882,4798,-1177,-6299,-5036,-5153,-3318,-4452,-4326,-3854,-264,-2285,-1044,-1200,1085,389,556,944,-48,31,-37,-7,-106,-46,-2,-26,10.45255289,10.46027987,10.32416785,10.17761721,10.30559559,10.45005351,10.31076348,9.275536343,8.85641463,9.155824264,9.210624958,9.5560805,9.412902499,9.219702391,1.177016543,1.603865239,1.168343588,0.966992256,0.749515089,1.037151014,1.091061092,3.81319161,3.793027272,3.75484732,4.178279589,4.587108151,4.619864281,4.532390581,-5.983879908,-4.784991318,-4.894694723,-3.148655843,-4.218509706,-4.093718328,-3.640648874,-2.170688298,-0.991964046,-1.139847403,1.029623746,0.368598445,0.526145953,0.891741707
40,3,5,45,South Carolina,4625364,4625381,4635834,4672744,4719009,4765862,4824758,4892423,4959822,5024369,10453,36910,46265,46853,58896,67665,67399,64547,14180,57475,57521,56559,57286,58279,57899,57996,9674,42034,42074,44667,44520,46819,47816,48071,4506,15441,15447,11892,12766,11460,10083,9925,1363,4325,6115,4843,5320,6603,5992,5447,4465,16887,24335,29721,40125,48970,51263,49015,5828,21212,30450,34564,45445,55573,57255,54462,119,257,368,397,685,632,61,160,12.34882492,12.24925741,11.9261506,11.94625582,11.9950426,11.7534633,11.61756621,9.031239788,8.959775667,9.418578281,9.284071311,9.63633383,9.706620166,9.629423155,3.317585135,3.28948174,2.507572322,2.662184509,2.358708765,2.046843131,1.988143055,0.929250418,1.302206308,1.021205244,1.109417327,1.359036124,1.216372512,1.091124959,3.628266315,5.182206133,6.267033047,8.367550794,10.07905482,10.40635916,9.818522102,4.557516734,6.484412441,7.28823829,9.476968121,11.43809094,11.62273167,10.90964706
40,2,4,46,South Dakota,814180,814197,816227,823338,832576,842513,849455,854036,861542,869666,2030,7111,9238,9937,6942,4581,7506,8124,3032,11797,11890,12058,12439,12255,12247,12154,1928,7295,7434,7287,7171,7756,7321,7275,1104,4502,4456,4771,5268,4499,4926,4879,234,1035,1338,1235,1193,1340,1321,1273,676,1556,3367,3843,409,-1219,1282,1976,910,2591,4705,5078,1602,121,2603,3249,16,18,77,88,72,-39,-23,-4,14.39040233,14.36064916,14.39684697,14.70358778,14.38810067,14.27740388,14.04106266,8.89870179,8.978727156,8.700433231,8.476519651,9.10600643,8.534732901,8.404536023,5.491700543,5.381922008,5.696413743,6.227068124,5.282094241,5.742670983,5.636526633,1.26253,1.616025953,1.474548517,1.410192155,1.573239894,1.540005759,1.470649396,1.898064426,4.066636311,4.588412914,0.48346068,-1.43117868,1.494540033,2.282799063,3.160594426,5.682662264,6.062961431,1.893652835,0.142061214,3.034545792,3.753448459
